#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
230,CC,All,Settled transactions|How do I view settled transactions of my credit card?,How do I view settled transactions?,View transactions that have been successfully settled on your credit card.,VIEW_SETTLED_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Settled Transactions - Credit Card,,,,,view_settled_transactions_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""settled_transactions_credit_card"", ""product"": ""credit_card""}",Settled transactions|How do I view settled transactions of my credit card?|How do I view settled transactions?|Settled Transactions - Credit Card,Use for Settled Transactions - Credit Card. Feature is settled transactions credit card. Card type is credit card.
231,CC,All,Unsettled transactions|How do I view unsettled transactions of my credit card?,How do I view unsettled transactions?,Check pending or unsettled transactions on your credit card.,VIEW_UNSETTLED_TRANSACTIONS,,Redirection ,,,,,/SettledUnsettledTransactions,,creditcard,RI,True,,,,,,False,Unsettled Transactions - Credit Card,,,,,view_unsettled_transactions_credit_card,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""unsettled_transactions_credit_card"", ""product"": ""credit_card""}",Unsettled transactions|How do I view unsettled transactions of my credit card?|How do I view unsettled transactions?|Unsettled Transactions - Credit Card,Use for Unsettled Transactions - Credit Card. Feature is unsettled transactions credit card. Card type is credit card.
232,CC,All,Permanent block|How do I block my credit card permanently and place a request for replacement,How do I permanently block my credit card?,Permanently block your credit card and request a replacement if required.,PERMANENT_BLOCK_CC,,Redirection ,,,,,/PermanentBlockCard,,creditcard,RI,True,,,,,,False,Permanently Block Credit Card,,,,,block_permanently_credit_card,"{""action"": ""block"", ""card_type"": ""credit_card"", ""feature"": ""permanently_credit_card"", ""product"": ""credit_card"", ""status"": ""permanent""}",Permanent block|How do I block my credit card permanently and place a request for replacement|How do I permanently block my credit card?|Permanently Block Credit Card,Use for Permanently Block Credit Card. Feature is permanently credit card. Card type is credit card. Block/status qualifier is permanent.
233,CC,All,EMI Cancel EMI,How do I cancel my credit card EMI?,Cancel an active EMI on your credit card as per applicable terms and conditions.,CANCEL_CC_EMI,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,True,,,,,,False,Apply For Credit Card Closure,,,,,apply_credit_card_closure,"{""action"": ""apply"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_closure"", ""product"": ""credit_card""}",EMI Cancel EMI|How do I cancel my credit card EMI?|Apply For Credit Card Closure,Use for Apply For Credit Card Closure. Feature is credit card closure. Card type is credit card.
234,CC,All,Pay with credit card|How do I pay with credit card,How do I pay using my credit card?,"Make payments using your credit card for purchases, bills, and other transactions.",PAY_WITH_CC,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,True,,,,,,False,Pay With Credit Card,,,,,pay_with_credit_card,"{""action"": ""pay"", ""card_type"": ""credit_card"", ""feature"": ""with_credit_card"", ""product"": ""credit_card""}",Pay with credit card|How do I pay with credit card|How do I pay using my credit card?,Use for Pay With Credit Card. Feature is with credit card. Card type is credit card.
235,PAYMENTS,All,Recharge|Prepaid Mobile|DTH|FASTag|How to do recharge|How to pay for prepaid Mobile|How to pay for DTH|How to pay for FASTag,How do I recharge or pay bills?,"Recharge prepaid mobile, DTH, FASTag, and pay bills quickly through the app.",RECHARGES_BILLS,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,True,,,,,,False,Recharges and Bills,,,,,pay_recharges_and_bills,"{""action"": ""pay"", ""feature"": ""recharges_and_bills"", ""product"": ""fastag""}",Recharge|Prepaid Mobile|DTH|FASTag|How to do recharge|How to pay for prepaid Mobile|How to pay for DTH|How to pay for FASTag|How do I recharge or pay bills?|Recharges and Bills,Use for Recharges and Bills. Feature is recharges and bills.
236,PAYMENTS,All,Approve UPI Payment|View Pending Request Money|How to see request money list|How to approve pending UPI requests|Approve,How do I approve a UPI payment request?,View and approve pending UPI collect requests securely from your app.,APPROVE_UPI_REQUEST,,Redirection ,,,,,/pay/requests,,liability,RI,True,,,,,,False,Approve UPI Payment,,,,,view_approve_upi_payment,"{""action"": ""view"", ""feature"": ""approve_upi_payment"", ""product"": ""upi""}",Approve UPI Payment|View Pending Request Money|How to see request money list|How to approve pending UPI requests|Approve|How do I approve a UPI payment request?,Use for Approve UPI Payment. Feature is approve upi payment.
237,PAYMENTS,All,Pay to UPI|How do I use UPI|UPI Pay|Pay using UPI|UPI Transfer|UPI Transactions|How to pay via upi payment|How to send money through UPI|How to do upi transfers|How to pay via UPI to mobile,How do I pay using UPI?,"Send money instantly using UPI via mobile number, VPA, or QR code.",PAY_TO_UPI,,Redirection ,,,,,/payToUpi,,liability,RI,True,,,,,,False,Pay To UPI,,,,,pay_upi,"{""action"": ""pay"", ""feature"": ""upi"", ""payment_type"": ""upi"", ""product"": ""upi""}",Pay to UPI|How do I use UPI|UPI Pay|Pay using UPI|UPI Transfer|UPI Transactions|How to pay via upi payment|How to send money through UPI|How to do upi transfers|How to pay via UPI to mobile|How do I pay using UPI?,Use for Pay To UPI. Feature is upi. Payment rail or bill type is upi.
238,PFM,All,Analysis|Summary|My finances|Spending|Expenses|Income|Cash flow|Last month|Last week|How do I see my cash flow and spend analysis,How do I view my cash flow and spending analysis?,"Get insights into your income, expenses, and spending patterns with detailed analytics.",VIEW_SPEND_ANALYSIS,,Redirection ,,,,,/pay/myfinances,,liability|asset|creditcard,RI,True,,,,,,False,Cash Flow And Spend Analysis,,,,,view_cash_flow_and_spend_analysis,"{""action"": ""view"", ""feature"": ""cash_flow_and_spend_analysis"", ""product"": ""banking_service""}",Analysis|Summary|My finances|Spending|Expenses|Income|Cash flow|Last month|Last week|How do I see my cash flow and spend analysis|How do I view my cash flow and spending analysis?|Cash Flow And Spend Analysis,Use for Cash Flow And Spend Analysis. Feature is cash flow and spend analysis.
239,PLATFORM,All,Call|Need assistance|Need help|Help center|Help|Contact|Call now|How do I get call assistance now,How do I get immediate call assistance?,Connect with customer support instantly for help and assistance.,CALL_NOW,,Redirection ,,,,,/ScheduleCallBackScreen,,liability|asset|creditcard,RI,True,,,,,,False,Call Now,,,,,contact_call_now,"{""action"": ""contact"", ""feature"": ""call_now"", ""product"": ""banking_service"", ""service_type"": ""callback""}",Call|Need assistance|Need help|Help center|Help|Contact|Call now|How do I get call assistance now|How do I get immediate call assistance?,Use for Call Now. Feature is call now. Service type is callback.
240,RAS,All,Change pin|Forgot debit card PIN|Debit card PIN|Manage PIN|Pin Change|debit card pin change|debit card secure pin|debit card pin generation,How do I change my debit card PIN?,Change or reset your debit card PIN securely through the app.,CHANGE_DEBIT_PIN,,Redirection ,,,,,/SetDebitCardPin,,liability|asset|creditcard,RI,True,,,,,,False,Change PIN,,,,,update_pin,"{""action"": ""update"", ""card_type"": ""debit_card"", ""feature"": ""pin"", ""product"": ""debit_card""}",Change pin|Forgot debit card PIN|Debit card PIN|Manage PIN|Pin Change|debit card pin change|debit card secure pin|debit card pin generation|How do I change my debit card PIN?,Use for Change PIN. Feature is pin. Card type is debit card.
241,RAS,All,Change card limit|Debit card limit|Daily card limit|Card Limit|Card Limits|My card limits|International debit card|increase debit card limit|debit card abroad|How do I manage my debit card limits,How do I manage my debit card limits?,"View and update debit card limits for domestic, international, and ATM transactions.",MANAGE_DEBIT_CARD_LIMITS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Manage Debit Card Limits,,,,,manage_debit_card_limits,"{""action"": ""manage"", ""card_type"": ""debit_card"", ""feature"": ""debit_card_limits"", ""product"": ""debit_card"", ""usage_scope"": ""domestic""}",Change card limit|Debit card limit|Daily card limit|Card Limit|Card Limits|My card limits|International debit card|increase debit card limit|debit card abroad|How do I manage my debit card limits|How do I manage my debit card limits?|Manage Debit Card Limits,Use for Manage Debit Card Limits. Feature is debit card limits. Card type is debit card.
242,RAS,All,Change login MPIN|Change MPIN|Change credentials|Manage MPIN|MPIN|PIN Change|Change my MPIN|Mobile PIN change|How do I change my MPIN,How do I change my MPIN?,Change your mobile banking MPIN securely to protect your account access.,CHANGE_MPIN,,Redirection ,,,,,/Settings,,liability|asset|creditcard,RI,True,,,,,,False,Change MPIN,,,,,update_mpin,"{""action"": ""update"", ""feature"": ""mpin"", ""product"": ""account""}",Change login MPIN|Change MPIN|Change credentials|Manage MPIN|MPIN|PIN Change|Change my MPIN|Mobile PIN change|How do I change my MPIN|How do I change my MPIN?,Use for Change MPIN. Feature is mpin.
243,RAS,All,Registered mobile number|Mobile number|Change my mobile number|Mobile number modification|Update Contact Number|How to update Contact Number|Update Phone Number|Update Mobile Number|Modify Mobile Number|How do I update my mobile Number,How do I update my mobile number?,Update your registered mobile number to continue receiving alerts and OTPs.,UPDATE_MOBILE_NUMBER,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,True,,,,,,False,Update Mobile Number,,,,,update_mobile_number,"{""action"": ""update"", ""feature"": ""mobile_number"", ""product"": ""banking_service"", ""profile_attribute"": ""mobile""}",Registered mobile number|Mobile number|Change my mobile number|Mobile number modification|Update Contact Number|How to update Contact Number|Update Phone Number|Update Mobile Number|Modify Mobile Number|How do I update my mobile Number|How do I update my mobile number?,Use for Update Mobile Number. Feature is mobile number.
244,RAS,All,PAN details|PAN change|PAN|How to add PAN details|Permanent Account Number|How do I acess my PAN details,How do I view or update my PAN details?,View or update your PAN details to ensure compliance and seamless banking services.,VIEW_UPDATE_PAN,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,True,,,,,,False,PAN Details,,,,,update_pan_details,"{""action"": ""update"", ""feature"": ""pan_details"", ""product"": ""account"", ""profile_attribute"": ""pan"", ""service_type"": ""profile_update""}",PAN details|PAN change|PAN|How to add PAN details|Permanent Account Number|How do I acess my PAN details|How do I view or update my PAN details?,Use for PAN Details. Feature is pan details. Service type is profile update.
245,RAS,All,Welcome to Mobile Banking|App experience|Whats new|App|One swipe banking|The joy of one swipe banking|Key features,How do I explore the mobile banking app features?,Take a guided tour of the app to understand features and enhance your banking experience.,APP_TOUR,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,True,,,,,,False,Mobile App Tour,,,,,view_mobile_app_tour,"{""action"": ""view"", ""feature"": ""mobile_app_tour"", ""product"": ""banking_service"", ""profile_attribute"": ""mobile""}",Welcome to Mobile Banking|App experience|Whats new|App|One swipe banking|The joy of one swipe banking|Key features|How do I explore the mobile banking app features?|Mobile App Tour,Use for Mobile App Tour. Feature is mobile app tour.
246,RAS,All,Stop cheque payment|stop cheque|Wrong cheque issued|Cancel cheque issued|How do I stop an issues cheque,How do I stop a cheque payment?,Stop payment of an issued cheque to prevent it from being processed.,STOP_CHEQUE,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,True,,,,,,False,Stop Cheque,,,,,stop_cheque,"{""action"": ""stop"", ""feature"": ""cheque"", ""product"": ""banking_service""}",Stop cheque payment|stop cheque|Wrong cheque issued|Cancel cheque issued|How do I stop an issues cheque|How do I stop a cheque payment?,Use for Stop Cheque. Feature is cheque.
247,RAS,All,Revoke stop cheque payment|Cancel stop cheque request|How do I revoke a cheque which has been stopped by me,How do I revoke a stopped cheque?,Revoke a stop cheque request if the cheque needs to be processed again.,REVOKE_STOP_CHEQUE,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,True,,,,,,False,Revoke Stop Cheque,,,,,pay_revoke_cheque,"{""action"": ""pay"", ""feature"": ""revoke_cheque"", ""product"": ""banking_service""}",Revoke stop cheque payment|Cancel stop cheque request|How do I revoke a cheque which has been stopped by me|How do I revoke a stopped cheque?|Revoke Stop Cheque,Use for Revoke Stop Cheque. Feature is revoke cheque.
248,RAS,All,Wearable|Buy Wearable|FIRSTAP|How do I buy a wearable,How do I buy a wearable device?,Explore and purchase wearable devices enabled for contactless payments.,BUY_WEARABLE,,Redirection ,,,,,/buyWearable,,liability,RI,True,,,,,,False,Buy Wearable,,,,,buy_wearable,"{""action"": ""buy"", ""feature"": ""wearable"", ""product"": ""banking_service"", ""service_type"": ""device_management""}",Wearable|Buy Wearable|FIRSTAP|How do I buy a wearable|How do I buy a wearable device?,Use for Buy Wearable. Feature is wearable. Service type is device management.
249,RL,All,Business Loan|New Business|Startup loan|Borrow money for business|Business expansion loan|Loan for business taxes|SME loan|Start a business|How do I apply for a business loan,How do I apply for a business loan?,Apply for a business loan to support your startup or expand your business operations.,APPLY_BUSINESS_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/BIL,,liability|asset|creditcard,RI,True,,,,,,False,Apply for Business Loan,,,,,apply_business_loan,"{""action"": ""apply"", ""feature"": ""business_loan"", ""loan_type"": ""loan"", ""product"": ""loan""}",Business Loan|New Business|Startup loan|Borrow money for business|Business expansion loan|Loan for business taxes|SME loan|Start a business|How do I apply for a business loan|How do I apply for a business loan?|Apply for Business Loan,Use for Apply for Business Loan. Feature is business loan. Loan type is loan.
250,RL,All,Pre-owned car loan|Car loan|Used car loan|Borrow money for car|How do I apply for a pre-owned car loan,How do I apply for a pre-owned car loan?,Apply for a loan to finance your used car purchase with flexible repayment options.,APPLY_USED_CAR_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/UC,,liability|asset|creditcard,RI,True,,,,,,False,Apply for pre-owned car Loan,,,,,apply_pre_owned_car_loan,"{""action"": ""apply"", ""feature"": ""pre_owned_car_loan"", ""loan_type"": ""loan"", ""product"": ""loan""}",Pre-owned car loan|Car loan|Used car loan|Borrow money for car|How do I apply for a pre-owned car loan|How do I apply for a pre-owned car loan?|Apply for pre-owned car Loan,Use for Apply for pre-owned car Loan. Feature is pre owned car loan. Loan type is loan.
